svn.id|username|date|lines.edited|description
r79046|ripley|2020-08-19 07:02:47|3|mention zsh quirks on case-insensitive macOS [n] a bit more on the environment in which configure is run
r79045|kalibera|2020-08-19 01:49:35|3|Expand commented out checks to make them consistent in case re-enabled [n] again (related to PR#17888).
r79043|ripley|2020-08-18 21:54:24|1|tweaks for macOS
r79042|ripley|2020-08-18 21:53:46|1|tweaks for macOS
r79041|pd|2020-08-18 10:48:11|1|fix blunder with logical-as-factor in model.matrix
r79040|kalibera|2020-08-18 10:29:02|2|Fixes for building with gcc 10 on Windows.
r79039|ripley|2020-08-18 08:45:16|1|change default for R_check_bogus_return but set for --as-cran
r79038|hornik|2020-08-18 02:12:51|1|Fix PR#17180.  Patch by Sebastian Meyer <seb.meyer@fau.de>.
r79037|hornik|2020-08-18 02:11:43|1|Fix PR#17277.
r79036|hornik|2020-08-18 02:09:23|1|Improve URL checks for 301 redirections.
r79034|ripley|2020-08-17 22:48:09|1|tweaks, including suggestions from Tomas K
r79033|hornik|2020-08-17 04:16:20|1|Updated.
r79032|kalibera|2020-08-17 02:15:15|2|Typos.
r79031|ripley|2020-08-16 22:40:08|1|up
r79029|ripley|2020-08-16 22:32:36|1|tweaks for macOS
r79027|ripley|2020-08-15 08:14:31|1|updates on Tcl/Tk for macOS
r79026|ripley|2020-08-15 00:23:26|1|libR.a was sometimes made unnecessarily
r79025|pd|2020-08-14 16:20:59|1|maintainer-mode changes
r79024|ripley|2020-08-14 12:04:13|1|typo
r79023|ripley|2020-08-14 10:49:49|1|update darwin -> macOS mapping
r79022|ripley|2020-08-14 10:48:54|1|avoid a gcc/sanitizer compilation warning
r79021|kalibera|2020-08-14 09:11:32|2|Validity tests for UTF-8 string truncation, from Brodie Gaslam.
r79020|hornik|2020-08-14 03:17:25|1|Updated.
r79019|hornik|2020-08-13 22:35:05|1|Add mirror.niser.ac.in.
r79018|hornik|2020-08-13 22:23:51|1|cran.mirror.garr.it is back to ok.
r79017|lawrence|2020-08-13 16:00:08|2|update po/pot files
r79015|ripley|2020-08-13 13:31:30|1|cph should be the legal name
r79014|kalibera|2020-08-13 08:33:27|2|Docs update (fill argument of cat), PR16758, from Sebastian Meyer.
r79013|kalibera|2020-08-13 04:23:36|3|Docs update (logical indexing on data frames), PR15876, from Sebastian [n] Meyer.
r79012|kalibera|2020-08-13 04:07:12|3|Fix horizontal position of leaves in dendrogram (PR14938, from Sebastian [n] Meyer).
r79011|kalibera|2020-08-12 09:43:27|3|Warn when TRE compilation fails to make sure that TRE error description is [n] visible even for very long patterns (PR#16600).
r79010|hornik|2020-08-11 11:34:46|1|Improve URL checks for 301 redirections.
r79009|hornik|2020-08-11 11:34:16|1|Regtest for c78991 by Sebastian Meyer <seb.meyer@fau.de>.
r79008|hornik|2020-08-11 11:32:44|1|Entry for c78989.
r79007|kalibera|2020-08-11 09:28:30|4|Ignore encoding="UTF-8" argument of parse() with a warning when running in [n] non-UTF-8 MBCS locale to prevent silent misinterpretation of input [n] (PR#16819).
r79006|kalibera|2020-08-11 08:30:08|2|Improve error message for table(list()), PR#17168 (from Suharto Anggono).
r79005|kalibera|2020-08-11 07:54:43|2|Example for str2expression (PR#17471, from Sebastian Meyer).
r79004|hornik|2020-08-11 04:39:05|1|Fix typos spotted by Rui Barradas <ruipbarradas@sapo.pt>.
r79002|ripley|2020-08-11 00:40:54|1|doc update  on OpenMP
r79001|hornik|2020-08-11 00:18:29|1|cran.mirror.garr.it is no longer ok.
r79000|kalibera|2020-08-10 12:47:34|3|Initialize buffer before deparsing to be robust against (invalid) [n] zero-length source references (PR#17876).
r78999|kalibera|2020-08-10 09:41:49|2|Port 78795 to R-patched.
r78996|ripley|2020-08-09 23:32:09|1|up
r78995|ripley|2020-08-09 23:26:59|1|doc tweaks
r78994|hornik|2020-08-09 23:06:55|1|ftp.harukasan.org and ftp.cixug.es are back to ok.
r78993|hornik|2020-08-09 09:44:32|1|New version from AZ.
